id,amazonBiomeArea_ha_1000Sites,forestArea_2017_ha_1000Sites,otherArea_2017_ha_1000Sites,forestArea_1985_ha_1000Sites,otherArea_1985_ha_1000Sites,workerPerHa_1000Sites,z_2017_1000Sites,zbar_2017_1000Sites,x_2017_1000Sites,b_1000Sites,theta_1000Sites,theta2006_1000Sites,gamma_1000Sites,gammaSD_1000Sites,d_theta_winsorized,d_theta2006_winsorized,pastureArea_value,pastureArea2006_value,pixelArea_ha_1000Sites,z_1985_1000Sites,zbar_1985_1000Sites,a_1000Sites,k_1000Sites,zeta_1000Sites,zeta_alt_1000Sites,rho_1000Sites,r_1000Sites,C_2017_1000Sites,C0bern_2017_1000Sites,C1bern_2017_1000Sites,C2bern_2017_1000Sites,C3bern_2017_1000Sites,u_1000Sites,u_bern_1000Sites,theta_scenario2_1000Sites,theta_scenario3_1000Sites,theta_scenario4_1000Sites,theta_scenario5_1000Sites,theta2006_scenario2_1000Sites,theta2006_scenario3_1000Sites,theta2006_scenario4_1000Sites,theta2006_scenario5_1000Sites,d_imputation_theta_scenario2_1000Sites,d_imputation_theta_scenario3_1000Sites,d_imputation_theta_scenario4_1000Sites,d_imputation_theta_scenario5_1000Sites,theta_soybean_1000Sites,p_2017_1000Sites,p_2017_alt_1000Sites,pSoybean_2017_1000Sites,pSoybean_2017_alt_1000Sites
1,37748.82375163585,6598.573329172097,31275.66445490718,6418.47152680438,31421.02591893822,0.033660660956522294,38.92411804058065,6637.497447212678,3349823.357146771,151656.2406667986,0.911286169667252,0.3824153667989388,507.6587301587301,208.23148312393116,0,0,815.4960491677217,549.0177858175933,450923,74.37446209450718,6492.845988898887,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.02,0.025,22038084958.742767,8136029910.794038,8535808784.4820385,4373414327.842392,77551439.80765882,1.8150397402897538e-9,1.8936879366660968e-9,3.3300052603101533,6.249889390836458,8.991459986674132,9.869654145015634,9.598395250816074,18.014658824155465,25.916952102939785,28.448255803623542,0,0,0,0,3739.25,44.53497930237984,43.68293056940959,0.45404552912833057,0.4256431750576957
2,400531.41104108095,189912.10704150796,209349.05169045925,184067.78801634908,210257.04093664885,0.04577113431304416,1521.9597592875361,191434.0668007955,103830961.92131023,4710613.917675906,2.1511746167547394,0.008226874052759087,546.7316620241411,225.63091054824426,0,0,8544.311236778418,3381.3219389692094,450923,6459.889565927908,190527.67758227699,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.02,0.025,22038084958.742767,8136029910.794038,8535808784.4820385,4373414327.842392,77551439.80765882,1.8150397402897538e-9,1.8936879366660968e-9,3.616818000252537,6.788191213325375,9.765892779798348,10.719725639302698,8.89099360086488,16.686978619026185,24.006872949055506,26.35161958810555,0,0,0,0,3943.714285714286,44.53497930237984,43.68293056940959,0.45404552912833057,0.4256431750576957
3,15327.284074641764,12221.104581696913,3159.979268509429,11545.855948479846,3107.9617809858173,0.04583937462353749,43.46674909486319,12264.571330791776,6020817.698873589,271945.2331434942,2.15802647672972,0.004695387754833602,492.6574074074074,207.9283906770306,0,1,252.13836585376296,99.39447732187993,450923,766.3686867492506,12312.224635229097,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.02,0.025,22038084958.742767,8136029910.794038,8535808784.4820385,4373414327.842392,77551439.80765882,1.8150397402897538e-9,1.8936879366660968e-9,3.618402982141627,6.79116597183743,9.770172443078529,10.724423296467954,8.884317342021113,16.674448344730386,23.988846156434512,26.331832122134866,0,0,0,0,2923.6666666666665,44.53497930237984,43.68293056940959,0.45404552912833057,0.4256431750576957
4,66665.23305282556,66763.20176381059,140.49423549036965,66834.16317500733,24.247737549624503,0.02702538385580422,28.348456095894562,66791.55021990648,38800547.42506792,1747053.8056995997,0.015003287100319871,0.004695387754833602,581.1666666666666,207.6786248400802,1,1,5526.000356975169,4593.556748763535,451302.09375,73.54552939564655,66907.70870440298,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.02,0.025,22038084958.742767,8136029910.794038,8535808784.4820385,4373414327.842392,77551439.80765882,1.8150397402897538e-9,1.8936879366660968e-9,3.342266396465746,6.272901590153915,9.024566695677922,9.905994379886426,11.116944299557177,20.86473347788375,30.017237820892667,32.949015634832115,0,0,0,0,2186.4615384615386,44.53497930237984,43.68293056940959,0.45404552912833057,0.4256431750576957
5,11767.016967217089,11689.370139710081,124.71538051618609,11804.190672746161,9.716924280889202,0.02702538385580422,10.43009308063779,11699.80023279072,6791091.111536752,305922.1713481725,0.015003287100319871,0.004695387754833602,580.9629629629629,210.20963587891916,1,1,1159.8015378963955,964.0995000851851,451302.09375,10.786677480512083,11814.977350226673,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.02,0.025,22038084958.742767,8136029910.794038,8535808784.4820385,4373414327.842392,77551439.80765882,1.8150397402897538e-9,1.8936879366660968e-9,3.342266396465746,6.272901590153915,9.024566695677922,9.905994379886426,11.116944299557177,20.86473347788375,30.017237820892667,32.949015634832115,0,0,0,0,2141,44.53497930237984,43.68293056940959,0.45404552912833057,0.4256431750576957
6,8100.972725019325,8153.034574427584,0,8153.747416503669,0,0.02702538385580422,0.713168748441479,8153.747743176025,4700662.767349675,211583.18129787446,0.015003287100319871,0.004695387754833602,576.5537634408602,220.4195036480797,1,1,674.9281583985897,561.0424532508436,451302.09375,0,8153.747416503669,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.02,0.025,22038084958.742767,8136029910.794038,8535808784.4820385,4373414327.842392,77551439.80765882,1.8150397402897538e-9,1.8936879366660968e-9,3.342266396465746,6.272901590153915,9.02456669567792,9.905994379886426,11.116944299557177,20.86473347788375,30.017237820892667,32.949015634832115,0,0,0,0,2228,44.53497930237984,43.68293056940959,0.45404552912833057,0.4256431750576957
7,62406.277370149735,62594.286105254665,2.9418210937344895,62570.74886689335,12.302160564292535,0.027025383855804223,6.775103187154713,62601.06120844182,37443305.812105194,1685408.771557858,0.015003287100319871,0.004695387754833602,598.1904761904761,230.65711052701738,1,1,5397.205269654665,4486.494225356003,451302.09375,20.32530833009355,62591.074175223446,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.02,0.025,22038084958.742767,8136029910.794038,8535808784.4820385,4373414327.842392,77551439.80765882,1.8150397402897538e-9,1.8936879366660968e-9,3.342266396465746,6.272901590153915,9.024566695677922,9.905994379886426,11.116944299557177,20.86473347788375,30.017237820892667,32.949015634832115,0,0,0,0,2630.6666666666665,44.53497930237984,43.68293056940959,0.45404552912833057,0.4256431750576957
8,204889.89800482336,178938.49217926618,24104.65729141538,180494.5457322579,24271.80698963825,0.02939731682484161,2111.157673890164,181049.64985315636,101922246.7797339,4641378.269500557,0.060830414387228526,0.02889808913751457,569.59375,225.12343800657104,0,0,14889.387558085584,12266.738683686826,451302.09375,387.33977501578556,180881.88550727366,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.02,0.025,22038084958.742767,8136029910.794038,8535808784.4820385,4373414327.842392,77551439.80765882,1.8150397402897538e-9,1.8936879366660968e-9,3.3381542388740675,6.265183725437004,9.013463319690752,9.893806539313498,11.03183130349688,20.70498994310927,29.787421337554488,32.696753020002795,0,0,0,0,3559.0689655172414,44.53497930237984,43.68293056940959,0.45404552912833057,0.4256431750576957
9,397333.57336119376,95366.97190582752,287353.95758873597,104956.60098302225,287842.56375741586,0.03164544827514041,14752.875370324356,110119.84727615188,46946271.91471342,2439791.855822213,0.6899246868489778,0.40980231728481686,492.2697132616487,200.34532395892296,0,0,8496.098465555266,6135.03204552565,451302.09375,4675.088592902088,109631.68957592433,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.02,0.025,22038084958.742767,8136029910.794038,8535808784.4820385,4373414327.842392,77551439.80765882,1.8150397402897538e-9,1.8936879366660968e-9,3.282273872715729,6.160305180117068,8.862578850425198,9.728185213109267,9.690833769347448,18.18815119762399,26.166548477608835,28.722230207945444,0,0,0,0,4123.54347826087,44.53497930237984,43.68293056940959,0.45404552912833057,0.4256431750576957
10,435572.789496107,15396.333030183334,418316.17401972413,16867.331409893814,418012.09979979694,0.042951039611238674,1955.3304380886548,17351.66346827199,5110360.634827995,259214.58187325468,1.5514566138726649,0.03438747361785197,331.9206349206349,143.14498847148815,0,0,9864.08742400264,10889.622532904943,451302.09375,794.3808490017327,17661.712258895546,0.045007413978564004,2.0942152550133404,1.6615974249023087e-4,2.0579009766144875e-4,0.02,0.025,22038084958.742767,8136029910.794038,8535808784.4820385,4373414327.842392,77551439.80765882,1.8150397402897538e-9,1.8936879366660968e-9,3.504274157602629,6.576964349342551,9.46200933853347,10.386161961087309,9.871395819916497,18.527037402306462,26.65409018577185,29.257390020475405,0,0,0,0,4301.482142857143,44.53497930237984,43.68293056940959,0.45404552912833057,0.4256431750576957
